state,yr,qtr,index_nsa,index_sa,Warning
ME,1995,3,98.78,98.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1995,4,97.17,98.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,1,100.85,101.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,2,100.69,100.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,3,102.32,102.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,4,100.66,101.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,1,100.92,101.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,2,102.58,102.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,3,102.48,102.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,4,105.29,105.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,1,105.19,106.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,2,107.94,108.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,3,108.81,109.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,4,112.25,112.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,1,112.34,113.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,2,116.10,116.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,3,118.75,119.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,4,120.64,121.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,1,120.69,122.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,2,127.15,127.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,3,129.73,129.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,4,132.20,133.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,1,135.65,137.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,2,139.74,140.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,3,145.31,145.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,4,146.10,147.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,1,150.66,152.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,2,156.77,157.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,3,162.12,161.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,4,164.33,166.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,1,168.76,170.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,2,173.34,173.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,3,177.43,177.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,4,184.78,186.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,1,184.21,186.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,2,193.88,194.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,3,199.72,199.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,4,202.15,204.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,1,207.83,210.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,2,213.84,214.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,3,218.13,218.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,4,218.68,220.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,1,218.06,220.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,2,218.97,219.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,3,219.48,220.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,4,217.97,219.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,1,217.39,219.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,2,220.28,221.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,3,219.14,219.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,4,219.16,220.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,1,215.23,217.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,2,214.84,215.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,3,214.54,215.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,4,205.01,206.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,1,209.49,211.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,2,209.61,211.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,3,205.07,205.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,4,203.62,204.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,1,202.38,204.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,2,198.29,199.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,3,203.06,203.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,4,200.70,201.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,1,195.97,198.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,2,194.49,196.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,3,199.31,199.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,4,198.89,199.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,1,193.27,195.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,2,194.79,196.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,3,194.38,194.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,4,199.08,199.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,1,201.14,203.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,2,200.90,202.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,3,203.53,203.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,4,200.79,201.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,1,202.14,205.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,2,205.46,207.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,3,209.96,209.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,4,205.92,206.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,1,204.56,208.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,2,215.81,217.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,3,214.31,213.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,4,215.27,215.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2016,1,215.41,219.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2016,2,218.76,220.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2016,3,224.61,223.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2016,4,229.90,230.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2017,1,225.84,230.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2017,2,234.22,235.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2017,3,241.57,240.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2017,4,241.55,241.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2018,1,237.38,242.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MI,1991,1,100.00,100.00,
MI,1991,2,101.77,100.83,
MI,1991,3,102.02,101.28,
MI,1991,4,102.45,102.28,
MI,1992,1,103.76,103.76,
MI,1992,2,104.89,103.93,
MI,1992,3,105.62,104.83,
MI,1992,4,106.21,106.05,
MI,1993,1,105.62,105.64,
MI,1993,2,108.05,107.06,
MI,1993,3,108.87,108.02,
MI,1993,4,109.53,109.38,
MI,1994,1,110.65,110.70,
MI,1994,2,113.23,112.18,
MI,1994,3,114.87,113.94,
MI,1994,4,115.80,115.66,
MI,1995,1,117.87,117.93,
MI,1995,2,121.51,120.37,
MI,1995,3,123.85,122.80,
MI,1995,4,125.48,125.37,
MI,1996,1,127.79,127.89,
MI,1996,2,131.69,130.44,
MI,1996,3,133.94,132.78,
MI,1996,4,135.00,134.91,
MI,1997,1,136.93,137.04,
MI,1997,2,140.46,139.13,
MI,1997,3,142.00,140.73,
MI,1997,4,143.21,143.15,
MI,1998,1,145.06,145.18,
MI,1998,2,149.01,147.62,
MI,1998,3,151.44,150.03,
MI,1998,4,152.82,152.77,
MI,1999,1,155.24,155.37,
MI,1999,2,159.35,157.90,
MI,1999,3,161.95,160.39,
MI,1999,4,163.15,163.09,
MI,2000,1,165.91,166.07,
MI,2000,2,170.49,168.98,
MI,2000,3,173.14,171.42,
MI,2000,4,173.43,173.34,
MI,2001,1,175.46,175.68,
MI,2001,2,178.98,177.42,
MI,2001,3,181.66,179.81,
MI,2001,4,181.64,181.48,
MI,2002,1,183.01,183.35,
MI,2002,2,186.64,185.03,
MI,2002,3,188.28,186.29,
MI,2002,4,188.69,188.46,
MI,2003,1,189.50,190.04,
MI,2003,2,192.33,190.58,
MI,2003,3,195.10,192.98,
MI,2003,4,194.84,194.57,
MI,2004,1,195.38,196.15,
MI,2004,2,199.18,197.21,
MI,2004,3,200.67,198.43,
MI,2004,4,200.38,200.16,
MI,2005,1,199.85,200.83,
MI,2005,2,203.41,201.17,
MI,2005,3,203.80,201.52,
MI,2005,4,200.59,200.42,
MI,2006,1,196.88,198.05,
MI,2006,2,199.13,196.69,
MI,2006,3,197.09,194.90,
MI,2006,4,191.88,191.64,
MI,2007,1,188.45,189.90,
MI,2007,2,188.84,186.30,
MI,2007,3,182.37,180.37,
MI,2007,4,174.35,173.91,
MI,2008,1,167.88,169.59,
MI,2008,2,165.38,163.06,
MI,2008,3,160.27,158.39,
MI,2008,4,153.08,152.45,
MI,2009,1,156.76,158.86,
MI,2009,2,155.06,152.84,
MI,2009,3,151.19,149.18,
MI,2009,4,148.35,147.57,
MI,2010,1,142.57,144.94,
MI,2010,2,147.59,145.48,
MI,2010,3,146.48,144.16,
MI,2010,4,144.74,143.99,
MI,2011,1,137.45,140.08,
MI,2011,2,140.23,138.21,
MI,2011,3,143.26,140.61,
MI,2011,4,142.51,141.95,
MI,2012,1,139.06,141.89,
MI,2012,2,149.16,146.97,
MI,2012,3,152.51,149.37,
MI,2012,4,152.41,152.16,
MI,2013,1,153.58,156.67,
MI,2013,2,163.57,161.08,
MI,2013,3,168.18,164.56,
MI,2013,4,165.63,165.75,
MI,2014,1,166.61,169.72,
MI,2014,2,174.32,171.57,
MI,2014,3,179.14,175.34,
MI,2014,4,177.56,178.02,
MI,2015,1,176.79,179.71,
MI,2015,2,186.61,183.61,
MI,2015,3,188.36,184.58,
MI,2015,4,188.85,189.53,
MI,2016,1,189.03,191.75,
MI,2016,2,198.06,194.87,
MI,2016,3,202.37,198.55,
MI,2016,4,200.88,201.67,
MI,2017,1,204.67,207.29,
MI,2017,2,213.88,210.47,
MI,2017,3,218.49,214.56,
MI,2017,4,218.05,218.96,
MI,2018,1,220.84,223.42,
MN,1991,1,100.00,100.00,
MN,1991,2,99.35,98.79,
MN,1991,3,99.95,99.21,
MN,1991,4,100.33,100.32,
MN,1992,1,101.24,101.27,
MN,1992,2,102.78,102.19,
MN,1992,3,104.26,103.47,
MN,1992,4,104.47,104.42,
MN,1993,1,105.51,105.63,
MN,1993,2,107.74,107.08,
MN,1993,3,109.20,108.35,
MN,1993,4,109.67,109.59,
MN,1994,1,111.10,111.33,
MN,1994,2,113.09,112.38,
MN,1994,3,113.62,112.69,
MN,1994,4,114.18,114.07,
MN,1995,1,114.02,114.36,
MN,1995,2,116.51,115.75,
MN,1995,3,118.69,117.65,
MN,1995,4,119.26,119.13,
MN,1996,1,119.84,120.30,
MN,1996,2,122.80,121.99,
MN,1996,3,123.94,122.76,
MN,1996,4,124.66,124.58,
MN,1997,1,125.02,125.55,
MN,1997,2,127.17,126.29,
MN,1997,3,129.22,127.90,
MN,1997,4,128.92,128.91,
MN,1998,1,130.42,131.02,
MN,1998,2,134.19,133.23,
MN,1998,3,137.83,136.32,
MN,1998,4,139.69,139.83,
MN,1999,1,141.81,142.48,
MN,1999,2,148.09,146.96,
MN,1999,3,152.08,150.35,
MN,1999,4,153.71,153.98,
MN,2000,1,158.02,158.79,
MN,2000,2,164.49,163.16,
MN,2000,3,169.40,167.41,
MN,2000,4,171.92,172.33,
MN,2001,1,176.29,177.13,
MN,2001,2,183.67,182.14,
MN,2001,3,188.90,186.71,
MN,2001,4,189.54,190.00,
MN,2002,1,193.17,194.07,
MN,2002,2,200.74,199.07,
MN,2002,3,206.07,203.73,
MN,2002,4,207.52,207.98,
MN,2003,1,211.53,212.48,
MN,2003,2,217.89,216.09,
MN,2003,3,222.14,219.70,
MN,2003,4,224.89,225.33,
MN,2004,1,227.72,228.70,
MN,2004,2,233.99,232.05,
MN,2004,3,238.92,236.40,
MN,2004,4,239.30,239.74,
MN,2005,1,241.43,242.42,
MN,2005,2,247.92,245.85,
MN,2005,3,251.96,249.32,
MN,2005,4,252.25,252.73,
MN,2006,1,251.71,252.80,
MN,2006,2,254.88,252.68,
MN,2006,3,253.59,250.95,
MN,2006,4,249.73,250.00,
MN,2007,1,250.79,252.31,
MN,2007,2,252.38,250.01,
MN,2007,3,248.47,245.84,
MN,2007,4,240.13,240.00,
MN,2008,1,233.79,235.93,
MN,2008,2,231.43,229.09,
MN,2008,3,228.26,225.69,
MN,2008,4,218.37,217.71,
MN,2009,1,217.90,220.85,
MN,2009,2,219.62,217.25,
MN,2009,3,216.11,213.32,
MN,2009,4,214.37,213.35,
MN,2010,1,206.58,210.23,
MN,2010,2,213.80,211.42,
MN,2010,3,210.41,207.22,
MN,2010,4,206.46,205.35,
MN,2011,1,193.36,197.39,
MN,2011,2,197.77,195.44,
MN,2011,3,200.34,196.92,
MN,2011,4,198.96,198.08,
MN,2012,1,193.73,198.02,
MN,2012,2,204.20,201.64,
MN,2012,3,209.52,205.66,
MN,2012,4,208.88,208.40,
MN,2013,1,209.54,214.06,
MN,2013,2,219.66,216.71,
MN,2013,3,226.51,222.24,
MN,2013,4,222.74,222.87,
MN,2014,1,222.65,226.97,
MN,2014,2,231.84,228.52,
MN,2014,3,232.84,228.55,
MN,2014,4,231.07,231.82,
MN,2015,1,228.04,231.91,
MN,2015,2,242.17,238.43,
MN,2015,3,244.17,240.02,
MN,2015,4,243.71,244.89,
MN,2016,1,244.73,248.40,
MN,2016,2,254.98,250.84,
MN,2016,3,259.86,255.75,
MN,2016,4,257.92,259.44,
MN,2017,1,261.54,265.05,
MN,2017,2,273.67,269.15,
MN,2017,3,276.37,272.19,
MN,2017,4,274.18,276.01,
MN,2018,1,277.80,281.21,
MO,1991,1,100.00,100.00,
MO,1991,2,100.94,100.43,
MO,1991,3,101.40,100.57,
MO,1991,4,102.15,101.93,
MO,1992,1,102.58,102.57,
MO,1992,2,103.48,102.98,
